loan_id,account_id,loan_date,amount,duration,payments,status,account_id,district_id,frequency,dt,disp_id,type,client_id,gender,birth_date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,account_id,sum_of_credits_before_loan,sum_of_withdrawals_before_loan,MIN_balance_before_loan,MAX_balance_before_loan,num_times_balance_below_100,avg_balance_30days_before_loan,avg_amount_before_loan
5616,3143,1998-05-15,130896,24,5454.00,C,3143,38,POPLATEK MESICNE,1996-10-18,3800,OWNER,3800,Female,1954-06-15,38,Louny,north Bohemia,85852,41,23,4,2,4,59.80,8965,7.08,8.23,104,2653,2822,3143,229430,229430,300,49093,0,39733.8333,3674.4779
5620,3161,1998-06-16,30012,12,2501.00,C,3161,48,POPLATEK MESICNE,1996-08-26,3822,OWNER,3822,Male,1953-11-26,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.00,9060,1.78,2.44,124,1655,1717,3161,523270,523270,700,107744,0,70398.0000,9241.0291
5624,3166,1995-01-03,177744,48,3703.00,D,3166,71,POPLATEK MESICNE,1993-08-10,3829,OWNER,3829,Male,1972-03-13,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.70,8678,5.93,5.57,102,4980,4595,3166,326643,326643,-2486,89734,5,6005.4000,6726.9474
5625,3189,1996-12-15,222180,60,3703.00,D,3189,29,POPLATEK MESICNE,1995-11-29,3855,OWNER,3855,Male,1939-03-20,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.60,8843,2.82,3.60,113,818,888,3189,375691,375691,800,130659,0,67639.5714,11725.5254
5634,3229,1997-05-01,39024,12,3252.00,A,3229,64,POPLATEK MESICNE,1995-11-18,3906,OWNER,3906,Male,1936-12-23,64,Zlin,south Moravia,197099,29,41,10,2,10,74.70,9624,1.60,2.31,145,4484,4265,3229,719641,719641,300,134678,0,44184.2857,10322.5588
5635,3230,1996-10-04,77184,36,2144.00,C,3230,1,POPLATEK MESICNE,1995-03-11,3907,OWNER,3907,Female,1954-12-09,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,3230,571833,571833,200,142918,0,22877.7500,14561.3247
5638,3249,1997-08-27,68124,12,5677.00,A,3249,74,POPLATEK MESICNE,1996-10-11,3929,OWNER,3929,Male,1957-11-01,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.00,10673,4.75,5.44,100,18782,18347,3249,231786,231786,1100,63669,0,17591.0000,8767.5098
5643,3273,1997-09-21,94512,12,7876.00,B,3273,74,POPLATEK MESICNE,1995-12-29,3962,OWNER,3962,Male,1952-11-28,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.00,10673,4.75,5.44,100,18782,18347,3273,1131516,1131516,600,133408,0,37947.8571,16710.6269
5644,3293,1998-11-27,276084,36,7669.00,C,3293,1,POPLATEK MESICNE,1997-08-08,3984,OWNER,3984,Female,1964-03-13,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,3293,790074,790074,1100,132187,0,59845.5455,10721.9718
5651,3329,1997-12-08,19248,12,1604.00,A,3329,3,POPLATEK MESICNE,1996-10-12,4024,OWNER,4024,Male,1964-10-16,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.70,8980,1.95,2.21,111,2824,2813,3329,297869,297869,200,60870,0,35774.1667,7670.9028
5656,3353,1997-02-09,146064,24,6086.00,C,3353,74,POPLATEK MESICNE,1996-08-27,4055,OWNER,4055,Female,1953-06-01,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.00,10673,4.75,5.44,100,18782,18347,3353,150949,150949,200,90387,0,43743.8889,11676.2727
5657,3354,1994-07-05,4980,12,415.00,A,3354,63,POPLATEK MESICNE,1993-11-05,4056,OWNER,4056,Female,1952-07-26,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.50,8288,3.79,4.52,110,1562,1460,3354,101699,101699,800,41106,0,27864.4444,3932.5652
5665,3390,1998-03-11,40632,12,3386.00,C,3390,12,POPLATEK TYDNE,1996-12-22,4099,OWNER,4099,Female,1945-05-03,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.00,8754,3.83,4.31,137,3804,3868,3390,330591,330591,1100,75485,0,46209.6923,5188.5424
5669,3403,1998-06-27,71820,36,1995.00,C,3403,63,POPLATEK MESICNE,1997-05-20,4114,OWNER,4114,Male,1964-02-09,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.50,8288,3.79,4.52,110,1562,1460,3403,421821,421821,700,119933,0,51846.8000,10139.4304
5674,3418,1997-06-10,207264,48,4318.00,C,3418,42,POPLATEK PO OBRATU,1996-09-02,4132,OWNER,4132,Male,1962-10-15,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.10,8388,2.41,2.94,87,1658,1668,3418,445877,445877,400,123573,0,71304.1250,14578.8103
5681,3448,1997-10-20,68664,24,2861.00,C,3448,58,POPLATEK TYDNE,1996-06-06,4169,OWNER,4169,Female,1980-02-19,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.60,8757,3.38,3.95,96,2212,2471,3448,290134,290134,700,72649,0,24566.1667,7446.9315
5682,3455,1997-03-07,67464,12,5622.00,A,3455,34,POPLATEK MESICNE,1996-03-13,4177,OWNER,4177,Male,1935-12-25,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.70,9675,6.43,7.68,100,5323,5190,3455,440991,440991,600,92408,0,38030.4286,14432.8947
5683,3460,1998-05-29,140688,48,2931.00,C,3460,16,POPLATEK MESICNE,1997-04-08,4182,OWNER,4182,Male,1941-06-23,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.90,8427,1.12,1.54,107,1874,1913,3460,491326,491326,300,144580,0,38442.5000,11244.6118
5693,3489,1995-08-01,44088,24,1837.00,A,3489,9,POPLATEK MESICNE,1994-12-08,4217,OWNER,4217,Female,1951-06-25,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.30,8899,3.39,3.97,149,2987,2487,3489,128072,128072,1000,55577,0,42380.8000,6618.0000
5698,3556,1998-09-22,174840,60,2914.00,C,3556,58,POPLATEK MESICNE,1997-08-29,4291,OWNER,4291,Female,1951-05-07,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.60,8757,3.38,3.95,96,2212,2471,3556,265225,265225,1100,64670,0,30841.0000,5778.6782
5699,3562,1998-05-24,174960,24,7290.00,C,3562,50,POPLATEK MESICNE,1996-07-19,4299,OWNER,4299,Female,1977-09-15,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.00,8187,4.83,5.45,94,2123,2134,3562,889667,889667,1000,159286,0,75747.5000,11944.7552
5706,3608,1996-05-24,161496,36,4486.00,C,3608,72,POPLATEK TYDNE,1994-08-30,4352,OWNER,4352,Male,1971-07-24,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.60,8994,3.80,4.79,110,9672,9208,3608,459576,459576,500,113866,0,32587.6000,6844.4462
5713,3629,1995-05-30,158760,60,2646.00,C,3629,48,POPLATEK MESICNE,1993-07-27,4377,OWNER,4377,Male,1978-01-31,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.00,9060,1.78,2.44,124,1655,1717,3629,395881,395881,900,59898,0,22241.5556,4654.1325
5718,3637,1997-09-01,14028,12,1169.00,A,3637,53,POPLATEK MESICNE,1995-10-28,4386,OWNER,4386,Female,1945-12-27,53,Blansko,south Moravia,107911,88,33,6,2,7,50.90,8240,2.53,3.56,99,1850,1903,3637,396998,396998,400,75383,0,58919.0000,4757.7949
5719,3664,1997-09-20,271584,48,5658.00,C,3664,1,POPLATEK MESICNE,1996-04-28,4417,OWNER,4417,Male,1976-04-24,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,3664,689092,689092,800,115113,0,87022.2000,14286.5333
5723,3674,1994-09-10,23628,12,1969.00,A,3674,38,POPLATEK MESICNE,1993-03-12,4428,OWNER,4428,Male,1954-03-09,38,Louny,north Bohemia,85852,41,23,4,2,4,59.80,8965,7.08,8.23,104,2653,2822,3674,577412,577412,1000,140229,0,90521.9167,9915.7364
5724,3678,1995-02-05,316140,60,5269.00,D,3678,1,POPLATEK MESICNE,1993-03-24,4433,OWNER,4433,Male,1968-02-22,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,3678,275516,275516,800,39616,0,15345.0909,3872.1295
5725,3679,1996-07-23,444864,48,9268.00,C,3679,64,POPLATEK MESICNE,1995-08-15,4434,OWNER,4434,Male,1964-03-29,64,Zlin,south Moravia,197099,29,41,10,2,10,74.70,9624,1.60,2.31,145,4484,4265,3679,226734,226734,800,62904,0,42534.8750,6433.2188
5731,3711,1997-11-05,460980,60,7683.00,D,3711,3,POPLATEK MESICNE,1997-05-08,4474,OWNER,4474,Female,1964-12-09,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.70,8980,1.95,2.21,111,2824,2813,3711,175344,175344,400,103750,0,28635.4000,12750.9231
5739,3747,1995-01-02,76380,12,6365.00,A,3747,1,POPLATEK MESICNE,1994-05-01,4520,OWNER,4520,Female,1957-06-28,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,3747,91939,91939,1100,41703,0,27511.1111,3571.6222
5740,3752,1995-04-02,18564,12,1547.00,A,3752,1,POPLATEK MESICNE,1994-11-25,4527,OWNER,4527,Female,1963-02-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,3752,77466,77466,200,56498,0,47620.6667,8589.6923
5741,3754,1996-11-03,68544,24,2856.00,A,3754,37,POPLATEK TYDNE,1996-02-19,4529,OWNER,4529,Male,1976-09-16,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.30,9065,4.46,5.39,123,4147,4166,3754,253465,253465,900,94208,0,36028.7778,8948.1667
5750,3804,1996-02-08,63252,12,5271.00,A,3804,7,POPLATEK MESICNE,1994-04-07,4584,OWNER,4584,Female,1949-06-24,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.40,9920,2.26,2.87,130,4289,4846,3804,800391,800391,13098,86343,0,31209.0000,9457.8049
5754,3834,1994-09-28,23052,12,1921.00,A,3834,54,POPLATEK MESICNE,1993-01-19,4620,OWNER,4620,Female,1940-11-01,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.00,9897,1.60,1.96,140,18721,18696,3834,323634,323634,700,54322,0,25691.9000,3618.3684
5758,3859,1997-05-02,307200,60,5120.00,D,3859,53,POPLATEK MESICNE,1996-04-23,4652,OWNER,4652,Male,1962-02-26,53,Blansko,south Moravia,107911,88,33,6,2,7,50.90,8240,2.53,3.56,99,1850,1903,3859,431666,431666,200,142668,0,9506.5000,12548.3824
5760,3862,1998-09-18,74916,36,2081.00,C,3862,1,POPLATEK MESICNE,1996-11-23,4656,OWNER,4656,Male,1942-09-16,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,3862,1006353,1006353,600,143677,0,38056.4444,11652.4024
5765,3875,1998-02-10,153936,24,6414.00,C,3875,44,POPLATEK MESICNE,1997-10-18,4672,OWNER,4672,Male,1949-08-28,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.00,8254,2.79,3.76,97,2166,2325,3875,174775,174775,1100,100675,0,74935.6667,22625.0000
5772,3906,1998-03-08,334620,60,5577.00,C,3906,52,POPLATEK MESICNE,1997-07-08,4710,OWNER,4710,Female,1961-05-09,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.90,8363,2.52,3.49,108,2564,2799,3906,287775,287775,1100,92028,0,68453.8333,15017.3143
5773,3907,1998-03-16,133848,24,5577.00,C,3907,37,POPLATEK MESICNE,1996-04-18,4712,OWNER,4712,Female,1960-06-06,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.30,9065,4.46,5.39,123,4147,4166,3907,539749,539749,600,133751,0,20589.7500,9549.2857
5774,3916,1998-07-12,96984,36,2694.00,C,3916,8,POPLATEK MESICNE,1997-09-28,4722,OWNER,4722,Male,1972-01-28,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.40,11277,1.25,1.44,127,5179,4987,3916,182040,182040,800,50063,0,20973.8571,6375.1455
5779,3942,1997-10-14,107352,36,2982.00,C,3942,27,POPLATEK TYDNE,1996-05-10,4754,OWNER,4754,Female,1939-12-28,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.80,8561,0.65,1.29,110,1029,1127,3942,535434,535434,600,151251,0,99600.7143,12020.7143
5782,3953,1998-01-04,63576,12,5298.00,C,3953,1,POPLATEK MESICNE,1997-06-16,4768,OWNER,4768,Female,1960-04-03,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,3953,210463,210463,500,109399,0,56263.5714,11790.4063
5784,3967,1997-03-29,84600,36,2350.00,D,3967,54,POPLATEK MESICNE,1996-09-22,4786,OWNER,4786,Male,1938-08-16,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.00,9897,1.60,1.96,140,18721,18696,3967,176173,176173,900,105259,0,13719.5000,10482.2188
5790,4033,1997-03-20,84288,48,1756.00,C,4033,57,POPLATEK MESICNE,1996-11-19,4861,OWNER,4861,Female,1977-11-01,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.00,8720,3.73,4.50,116,3729,3651,4033,57682,57682,1000,48782,0,40900.3333,6498.5000
5799,4052,1997-12-28,106128,36,2948.00,C,4052,36,POPLATEK TYDNE,1997-01-25,4882,OWNER,4882,Male,1978-12-21,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.20,9198,3.33,4.28,131,5796,6132,4052,245718,245718,900,76251,0,55312.2000,8468.0962
5804,4079,1995-04-05,158976,48,3312.00,C,4079,52,POPLATEK MESICNE,1993-11-03,4916,OWNER,4916,Male,1939-01-09,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.90,8363,2.52,3.49,108,2564,2799,4079,678171,678171,600,130293,0,17490.0000,8573.5128
5805,4081,1995-11-28,137904,24,5746.00,B,4081,11,POPLATEK MESICNE,1995-07-22,4918,OWNER,4918,Male,1968-05-06,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.50,9622,0.45,0.59,154,3475,3529,4081,55760,55760,600,43260,0,36600.6667,6363.3333
5808,4099,1997-07-31,41856,48,872.00,C,4099,54,POPLATEK MESICNE,1996-05-26,4937,OWNER,4937,Female,1960-11-09,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.00,9897,1.60,1.96,140,18721,18696,4099,283833,283833,800,56921,0,47876.0000,5151.4369
5815,4116,1998-06-03,151200,36,4200.00,C,4116,6,POPLATEK MESICNE,1997-10-05,4956,OWNER,4956,Male,1946-10-10,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.50,8546,2.95,4.02,126,2640,3120,4116,383587,383587,1000,110723,0,75292.0000,17701.2000
5817,4127,1997-08-15,100800,24,4200.00,D,4127,50,POPLATEK MESICNE,1996-05-03,4968,OWNER,4968,Male,1938-05-26,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.00,8187,4.83,5.45,94,2123,2134,4127,198880,198880,-1572,92355,14,-1368.5000,6239.6094
5823,4144,1998-06-21,212976,36,5916.00,C,4144,1,POPLATEK MESICNE,1996-08-19,4993,OWNER,4993,Female,1973-06-27,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,4144,945018,945018,1100,119288,0,30747.8571,12327.6376
5830,4190,1997-08-28,405780,60,6763.00,C,4190,62,POPLATEK MESICNE,1995-10-04,5050,OWNER,5050,Male,1951-01-19,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.70,8544,1.29,1.86,109,2719,2906,4190,343713,343713,700,51008,0,41844.2222,3669.8750
5836,4259,1994-08-27,79632,24,3318.00,A,4259,66,POPLATEK MESICNE,1994-04-08,5133,OWNER,5133,Female,1959-08-10,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.30,8512,3.51,4.12,102,2247,2103,4259,244463,244463,900,119374,0,81654.0000,24948.6875
5837,4260,1994-06-29,244560,60,4076.00,C,4260,56,POPLATEK MESICNE,1993-10-14,5134,OWNER,5134,Female,1967-07-19,56,Breclav,south Moravia,124605,11,42,14,1,8,46.00,8772,4.69,4.98,126,2854,3158,4260,224209,224209,1000,72513,0,31779.8750,10168.9286
5841,4268,1998-11-04,41988,12,3499.00,C,4268,77,POPLATEK MESICNE,1997-02-20,5143,OWNER,5143,Male,1973-03-09,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.50,8909,4.01,5.56,113,3460,3590,4268,316814,316814,200,57966,0,53533.8333,4462.6667
5850,4293,1997-05-22,164196,36,4561.00,C,4293,64,POPLATEK PO OBRATU,1996-02-04,5171,OWNER,5171,Female,1956-09-23,64,Zlin,south Moravia,197099,29,41,10,2,10,74.70,9624,1.60,2.31,145,4484,4265,4293,349775,349775,500,119068,0,68520.2727,12583.2245
5856,4320,1997-08-09,51360,12,4280.00,B,4320,61,POPLATEK MESICNE,1996-07-23,5203,OWNER,5203,Female,1945-09-08,61,Trebic,south Moravia,117897,139,28,5,1,6,53.80,8814,4.76,5.74,107,2112,2059,4320,744278,744278,-2542,158634,3,41998.5000,16368.1494
5861,4337,1994-12-08,51408,24,2142.00,A,4337,29,POPLATEK MESICNE,1993-11-16,5224,OWNER,5224,Male,1949-07-24,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.60,8843,2.82,3.60,113,818,888,4337,453747,453747,900,137087,0,44920.4000,13410.8906
5862,4342,1997-12-09,100128,24,4172.00,C,4342,74,POPLATEK MESICNE,1996-04-29,5232,OWNER,5232,Female,1948-04-06,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.00,10673,4.75,5.44,100,18782,18347,4342,702641,702641,700,120587,0,64373.8000,9714.1367
5865,4354,1998-10-30,327660,60,5461.00,C,4354,38,POPLATEK MESICNE,1997-01-08,5245,OWNER,5245,Female,1942-03-18,38,Louny,north Bohemia,85852,41,23,4,2,4,59.80,8965,7.08,8.23,104,2653,2822,4354,749511,749511,1000,112776,0,65499.2222,11424.5238
5868,4361,1997-03-29,90156,12,7513.00,A,4361,69,POPLATEK MESICNE,1996-03-11,5253,OWNER,5253,Female,1946-10-07,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.40,8173,0.00,7.01,124,0,1358,4361,635729,635729,700,130981,0,85049.1429,18359.0769
5876,4413,1995-02-08,221280,48,4610.00,C,4413,74,POPLATEK TYDNE,1994-01-15,5318,OWNER,5318,Male,1968-03-28,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.00,10673,4.75,5.44,100,18782,18347,4413,437807,437807,1100,106145,0,39239.5714,11891.5211
5877,4414,1995-02-23,97224,24,4051.00,A,4414,24,POPLATEK MESICNE,1993-09-10,5320,OWNER,5320,Female,1951-04-07,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.00,8991,1.39,2.01,128,5198,5273,4414,230281,230281,1000,43393,0,20945.1250,3938.2679
5878,4415,1997-04-01,74040,12,6170.00,A,4415,73,POPLATEK MESICNE,1995-07-05,5322,OWNER,5322,Female,1956-03-13,73,Opava,north Moravia,182027,17,49,12,2,7,56.40,8746,3.33,3.74,90,4355,4433,4415,552811,552811,600,73209,0,44754.5000,5633.2474
5880,4423,1995-10-31,73836,36,2051.00,A,4423,39,POPLATEK MESICNE,1995-04-26,5333,OWNER,5333,Female,1967-05-29,39,Most,north Bohemia,119895,17,4,3,2,4,89.90,10446,7.34,9.40,90,4947,4743,4423,192454,192454,900,129608,0,59272.3333,16708.1053
5882,4427,1994-09-26,87816,12,7318.00,A,4427,32,POPLATEK MESICNE,1993-06-07,5337,OWNER,5337,Male,1961-05-02,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.00,9272,2.80,3.22,118,4340,4505,4427,198466,198466,800,43442,0,21636.4286,4538.9405
5886,4447,1996-10-31,192744,36,5354.00,C,4447,62,POPLATEK MESICNE,1996-06-16,5364,OWNER,5364,Male,1964-03-14,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.70,8544,1.29,1.86,109,2719,2906,4447,214556,214556,200,128779,0,49859.0000,15435.1154
5887,4448,1994-10-03,192744,36,5354.00,A,4448,60,POPLATEK MESICNE,1993-06-02,5366,OWNER,5366,Female,1971-09-20,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.90,8441,3.45,4.48,115,1879,2252,4448,304977,304977,700,121508,0,34643.5000,7643.9474
5889,4456,1998-02-09,321240,60,5354.00,C,4456,14,POPLATEK MESICNE,1996-09-03,5376,OWNER,5376,Male,1970-01-23,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.80,10045,1.42,1.71,135,6604,6295,4456,918068,918068,700,141990,0,36350.5000,13228.3971
5892,4462,1996-05-14,66480,24,2770.00,B,4462,73,POPLATEK TYDNE,1995-12-27,5384,OWNER,5384,Male,1935-07-21,73,Opava,north Moravia,182027,17,49,12,2,7,56.40,8746,3.33,3.74,90,4355,4433,4462,85492,85492,900,77551,0,34788.0000,13609.2000
5893,4467,1998-08-03,86184,36,2394.00,C,4467,17,POPLATEK TYDNE,1997-04-13,5389,OWNER,5389,Male,1968-08-31,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.40,8114,2.38,2.62,119,1003,1181,4467,259751,259751,300,48831,0,26880.8333,5841.6190
5895,4473,1997-01-03,93960,60,1566.00,C,4473,45,POPLATEK MESICNE,1995-10-09,5395,OWNER,5395,Male,1962-06-01,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.50,8390,2.28,2.89,132,2080,2122,4473,383078,383078,800,88247,0,59799.6250,8051.7978
5897,4476,1996-09-25,15192,24,633.00,A,4476,24,POPLATEK MESICNE,1994-11-10,5399,OWNER,5399,Female,1972-12-27,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.00,8991,1.39,2.01,128,5198,5273,4476,355102,355102,500,48157,0,27118.8000,4099.7456
5900,4503,1996-01-01,135360,48,2820.00,C,4503,50,POPLATEK MESICNE,1995-01-03,5433,OWNER,5433,Male,1975-09-24,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.00,8187,4.83,5.45,94,2123,2134,4503,603340,603340,200,146480,0,71230.8333,14958.6364
5906,4533,1998-05-05,81144,36,2254.00,C,4533,68,POPLATEK MESICNE,1997-08-03,5468,OWNER,5468,Female,1944-05-27,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.20,9893,4.09,4.72,96,5623,5887,4533,495723,495723,200,127543,0,77313.1000,18149.9412
5909,4550,1998-01-03,61320,60,1022.00,C,4550,56,POPLATEK MESICNE,1997-02-06,5487,OWNER,5487,Female,1947-09-17,56,Breclav,south Moravia,124605,11,42,14,1,8,46.00,8772,4.69,4.98,126,2854,3158,4550,106250,106250,700,32516,0,26148.6667,2586.2568
5918,4576,1994-06-04,300204,36,8339.00,A,4576,27,POPLATEK MESICNE,1993-06-05,5517,OWNER,5517,Male,1964-03-13,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.80,8561,0.65,1.29,110,1029,1127,4576,250491,250491,300,57677,0,35283.2000,6578.1831
5922,4580,1995-08-05,20220,12,1685.00,A,4580,9,POPLATEK MESICNE,1994-08-27,5521,OWNER,5521,Female,1973-05-15,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.30,8899,3.39,3.97,149,2987,2487,4580,263406,263406,500,122907,0,26308.1667,9715.9020
5923,4585,1996-10-10,64656,48,1347.00,C,4585,27,POPLATEK MESICNE,1996-06-08,5526,OWNER,5526,Male,1947-03-19,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.80,8561,0.65,1.29,110,1029,1127,4585,60649,60649,200,44749,0,37209.6667,6379.0833
5930,4616,1998-01-12,66696,24,2779.00,C,4616,1,POPLATEK MESICNE,1997-09-24,5563,OWNER,5563,Male,1976-01-01,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.00,12541,0.29,0.43,167,85677,99107,4616,120595,120595,1000,89595,0,76992.8889,10860.6250
5931,4618,1997-03-17,66696,24,2779.00,D,4618,3,POPLATEK MESICNE,1996-07-21,5565,OWNER,5565,Female,1966-12-22,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.70,8980,1.95,2.21,111,2824,2813,4618,276296,276296,1100,115745,0,17839.4000,12559.0930
5932,4626,1997-06-18,33348,12,2779.00,A,4626,9,POPLATEK MESICNE,1996-06-15,5574,OWNER,5574,Female,1970-09-12,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.30,8899,3.39,3.97,149,2987,2487,4626,377709,377709,700,102500,0,25600.5000,11718.2540
5933,4631,1997-12-13,87528,24,3647.00,C,4631,77,POPLATEK PO OBRATU,1996-12-12,5579,OWNER,5579,Male,1951-02-16,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.50,8909,4.01,5.56,113,3460,3590,4631,290164,290164,800,74816,0,56956.8571,8868.6140
5938,4650,1996-08-25,402000,60,6700.00,C,4650,4,POPLATEK MESICNE,1995-10-15,5606,OWNER,5606,Male,1980-08-06,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.40,9753,4.64,5.05,109,5244,5892,4650,90423,90423,200,35651,0,13639.3333,3029.9259
5940,4660,1997-05-28,106944,24,4456.00,C,4660,63,POPLATEK MESICNE,1997-01-03,5618,OWNER,5618,Female,1953-03-22,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.50,8288,3.79,4.52,110,1562,1460,4660,159133,159133,800,83933,0,70416.8571,14678.8889
5942,4681,1997-03-15,162624,48,3388.00,C,4681,70,POPLATEK MESICNE,1995-08-08,5642,OWNER,5642,Female,1957-11-04,70,Karvina,north Moravia,285387,0,2,8,5,7,89.90,10177,6.63,7.75,81,9878,10108,4681,445850,445850,16400,73290,0,33369.6667,6360.3657
5953,4715,1997-03-14,97176,24,4049.00,C,4715,8,POPLATEK MESICNE,1996-10-28,5684,OWNER,5684,Female,1955-03-02,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.40,11277,1.25,1.44,127,5179,4987,4715,253349,253349,400,106189,0,78934.7500,25922.2500
5956,4725,1997-11-04,168264,36,4674.00,C,4725,73,POPLATEK MESICNE,1997-04-14,5699,OWNER,5699,Male,1950-10-08,73,Opava,north Moravia,182027,17,49,12,2,7,56.40,8746,3.33,3.74,90,4355,4433,4725,183813,183813,700,70586,0,37071.4000,13602.6800
5959,4727,1995-08-11,107640,24,4485.00,A,4727,2,POPLATEK MESICNE,1995-02-13,5701,OWNER,5701,Female,1959-11-22,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.70,8507,1.67,1.85,132,2159,2674,4727,233782,233782,600,107784,0,46555.3750,17488.6087
5963,4746,1997-09-07,204780,60,3413.00,C,4746,54,POPLATEK MESICNE,1997-02-21,5727,OWNER,5727,Male,1953-02-24,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.00,9897,1.60,1.96,140,18721,18696,4746,232748,232748,200,129450,0,69386.5000,16351.5217
5970,4774,1995-07-09,465072,48,9689.00,C,4774,66,POPLATEK MESICNE,1994-01-14,5760,OWNER,5760,Male,1948-05-08,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.30,8512,3.51,4.12,102,2247,2103,4774,460423,460423,300,79558,0,33084.7500,8579.5922
